,model_num,dataset,model_name,vae_beta,factor_vae_gamma,dip_vae_lambda_d_factor,dip_vae_lambda_od,beta_tc_vae_beta,beta_tc_vae_c_max,model_random_seed,elbo,kl_loss,loss,reconstruction_loss,regularizer,beta_vae_train_accuracy,beta_vae_eval_accuracy,factor_vae_train_accuracy,factor_vae_eval_accuracy,dci_informativeness_train,dci_informativeness_test,dci_disentanglement,dci_completeness,mig_discrete_mig,sap_score,modularity_score,modularity_explicitness_score_train,modularity_explicitness_score_test
61,3661,'noisy_dsprites','beta_vae',2.0,,,,,,11,-8202.560546875,17.8178100586,8220.384765625,8184.7431640625,35.6356201172,0.5821000000000001,0.5740000000000001,0.39380000000000004,0.4076,0.7508400000000001,0.405,0.0495795627,0.08583238,0.0147699644,0.004920000000000001,0.7609897138,0.7201796787,0.7111737754
62,3662,'noisy_dsprites','beta_vae',2.0,,,,,,12,-8202.8056640625,17.8380680084,8220.640625,8184.9638671875,35.6761360168,0.6372,0.6202000000000001,0.5408000000000001,0.5406000000000001,0.7837400000000001,0.46584000000000003,0.0999384576,0.12370982100000001,0.059427840700000005,0.01084,0.8259125033,0.7255428586,0.7165769628
63,3663,'noisy_dsprites','beta_vae',2.0,,,,,,13,-8202.408203125,17.3975067139,8219.802734375,8185.001953125,34.7950134277,0.649,0.6452,0.5458000000000001,0.5528000000000001,0.7664200000000001,0.43776000000000004,0.1211170133,0.1437831168,0.014752042200000001,0.010280000000000001,0.8098829952000001,0.7167345030000001,0.7079020422000001
64,3664,'noisy_dsprites','beta_vae',2.0,,,,,,14,-8201.5390625,18.0910453796,8219.6318359375,8183.4458007812,36.1820907593,0.6485000000000001,0.6484,0.514,0.5238,0.7720800000000001,0.43764000000000003,0.098411682,0.1263144975,0.058582666500000005,0.004880000000000001,0.7686163542000001,0.7239422921,0.7156760637
65,3665,'noisy_dsprites','beta_vae',2.0,,,,,,15,-8202.2490234375,18.3191814423,8220.5751953125,8183.9321289062,36.6383628845,0.5826,0.5750000000000001,0.4259,0.43,0.76136,0.40912000000000004,0.0729567835,0.0854470528,0.012143538,0.00388,0.6939891308,0.7358714980000001,0.7267371762
66,3666,'noisy_dsprites','beta_vae',2.0,,,,,,16,-8201.1728515625,17.7131881714,8218.888671875,8183.4604492188,35.4263763428,0.7027,0.6960000000000001,0.5478000000000001,0.5526,0.7722,0.44948000000000005,0.1019644633,0.131914775,0.0369730252,0.0071200000000000005,0.7941142453000001,0.7315935586,0.7246697107000001
67,3667,'noisy_dsprites','beta_vae',2.0,,,,,,17,-8201.77734375,17.6103591919,8219.3876953125,8184.1625976562,35.2207183838,0.5803,0.5704,0.4033,0.39840000000000003,0.7578400000000001,0.41512000000000004,0.0531051873,0.06693976630000001,0.0247670012,0.00804,0.7365948105,0.7190020116,0.7092892174000001
68,3668,'noisy_dsprites','beta_vae',2.0,,,,,,18,-8201.3564453125,17.8230953217,8219.1787109375,8183.5366210938,35.6461906433,0.6431,0.6326,0.5083,0.5034000000000001,0.7628600000000001,0.43272000000000005,0.0695653765,0.1086446451,0.0098338197,0.0064800000000000005,0.7950554217,0.7117000657,0.7012333621
69,3669,'noisy_dsprites','beta_vae',2.0,,,,,,19,-8201.6455078125,18.0223674774,8219.6572265625,8183.615234375,36.0447349548,0.5829,0.5848,0.4258,0.4258,0.74934,0.40892,0.0394115663,0.0639393149,0.0143609367,0.00472,0.7919102881000001,0.716693251,0.7051207279
70,3670,'noisy_dsprites','beta_vae',2.0,,,,,,20,-8201.9423828125,18.9973430634,8220.943359375,8182.9565429688,37.9946861267,0.5869,0.5746,0.42510000000000003,0.4136,0.7497600000000001,0.40948,0.0578260751,0.0811483006,0.0108365469,0.00704,0.7515670116000001,0.7041774307,0.6924374186000001
71,3671,'noisy_dsprites','beta_vae',2.0,,,,,,21,-8202.4091796875,17.6448402405,8220.0634765625,8184.7705078125,35.289680481,0.6146,0.5986,0.47350000000000003,0.4756,0.7633800000000001,0.43656000000000006,0.0894903875,0.1178297673,0.0279504481,0.0071600000000000006,0.8223729648,0.716985399,0.7083183464
72,3672,'noisy_dsprites','beta_vae',2.0,,,,,,22,-8201.5810546875,18.6883468628,8220.267578125,8182.8916015625,37.3766937256,0.6034,0.5972000000000001,0.3679,0.3714,0.7595400000000001,0.41500000000000004,0.0525978177,0.0784383931,0.0110701706,0.006240000000000001,0.7289567791,0.7165550193,0.7067336639
73,3673,'noisy_dsprites','beta_vae',2.0,,,,,,23,-8203.09375,17.9451618195,8221.0517578125,8185.1528320312,35.8903236389,0.6401,0.6428,0.5082,0.5048,0.76004,0.41924000000000006,0.0672100789,0.1006065814,0.0394310956,0.006,0.8565240142,0.7183980962000001,0.7094954367
